,message,label
364918,@daisyrjordan  i saw that video your mum put up of you singing the climb. very good  nice voice   Do you like Miley Cyrus?   Xx,0
364920,finished art ,0
365030,OMG! am so bored my pussys poppin! ,0
365122,Happy Sunday - going for a ride on the Harley today ,0
365183,@Jessicaveronica its fine be inapropriate we dont care ,0
365250,Playing shit loads of TF2 ,0
365259,Merlin - he manages to escape being sprung again - lucky thing ,0
365308,ok im going out now ,0
365313,@blwbyrd Am stuffed!!! Good tunes by the way ,0
365383,GOOD MORNING! I slept so nice n woke up peaceful n painless 4 once.  ,0
365505,"btw, im totally tweeting every bit of this  so if you dont like a7x, you can go suck a fat pne (y)",0
365548,Guy next to me on the bus has a HUGE ring. Huge as in really huge. Will try to twitpic. ,0
365596,@moglet James' house ,0
365787,cooking with my brother for my granny - a day off from work for our dear one ,0
365831,Sun is shining... Going to studio... Or go to the sea? That's the problem... ,0
365933,@mileycyrus Might sound a little cheesy but it's the truth.  I'm definitely gonna see the Movie more than once cuz I wanna experience the,0
365942,hey all!  what's up? Just got up after a nap and had dinner. so how are we all doing?,0
365996,"@joanne7964 Nice to meet you, you too! ",0
366054,@LeeGoesMwah Claires on the first page with about 550 votes ,0
366095,"@catarina5 entroncamento  ya know whos comming here too? Blasted mechanism, rita guerra, joao pedro pais..8D @lndwhite but are u ok?",0
366145,Alan's WoW guild said hi to me whilst preparing for a raid.  It made my day. ,0
366298,@seanmalarkey ... Hmm. And I don't know what it's for seriously  http://twitpic.com/6btu8,0
366381,"???, ???????? 30?? ??????? ? Subway.???-??? ",0
366720,@MissMillions awwww thanks 4 showing Me luv!!!  hmm,0
366902,@marymuffin_ oh yeah!! haha ok ok just catch me somewhere in school ,0
366909,@brightisbest hey romy  What do we have to do for french? o.O,0
367011,thanks @aoibhneas .. like this swing  ? http://blip.fm/~7dd0x,0
367031,HELLO BEAUTIFUL DONT FORGET UNTOUCHED   is on itunes now ,0
367217,"@aneffie53 enjoy your beautiful day, Ricki! It's sunny here, too! ",0
367244,@Tw1sty I shall come keep you warm ,0
367321,time for lunch ,0
367458,"@DanielJUK &quot;it made me high, joy all around ...&quot; ",0
367655,"on a happy note, weddings are awesome, and i'm gonna make sure my wedding has an open bar!   ",0
367705,@claireisis thats absolutely amazing!You're a dark horse!A lady of many talents!excellent ,0
367788,Sunday mornings made for listening to the Beatles ,0
367891,@ChrisEfs morning hun  wow ur awake early!! xxx,0
367895,Mother's Day in Sweden today! ,0
368014,"Got a sweater, now I'm warm. ",0
368126,I have my Lo back!!! She slept like a rock!! YAY!!! Going to my sister's bday party today.  We're ALL going!!  Double YAY!! LOL!!,0
368149,@ChelsIsTheName ah well i'm glad i could introduce you to PER ,0
368211,New glasses! ,0
368227,@kime13 Thank you so much...  Lovely to catch up!,0
368308,http://twitpic.com/6bvp2 - Check out what amp i'm playing through this morning. ,0
368441,@zachheins comeon didn't u think it was a little silly when he parachuted out of the helicopter?  it did have alot of twists &amp; turns ,0
368572,19 days till l.a!!!!!!! aaahhhhhh..so excitedddd ,0
368753,"@ sushi tei with my mum, grace and charles! Hahaha   - http://tweet.sg",0
368786,@indiecindy93 enter shikari went to my school ,0
369434,and his band AROUND A have just won the Battle Of The Bands rock contest!! WE LOVE YOU! ,0
369648,Valentine's are lame so I'll bring you flowers just for no occasion ,0
370058,Three cheers for Harry Potter ! ,0
370120,I just saw Night at the Museum 2.  It was AWESOME! ,0
370145,"But I have my secret weapon. By making fun of myself in a silly way, I make myself smile and be cheery! ",0
370150,After monday im going to shop shop shop shop till i drop  thankyou GSS,0
370399,Went food shopping this morning and going to do a BBQ later because its total clear blue sky - @brawngp_fanblog will be pleased with me ,0
370505,A guy called BalusC is pissed at me at sun forums  http://bit.ly/3wGfM6,0
370529,"is enjoying a tall, cool glass of pineapple, mint and lime juice. Virgin mojito katanya... ",0
370533,"@EwanB1988 HAHAHAHAHA.  OMS, that made me laugh a lot.   xx",0
370545,peace &amp; love ,0
370622,"@chrisagriffin Where's C, where, where bzzzzz, bzzzzz, bzzzzzz ",0
370837,watching indiana jones and the kingdom of the crystal skull. ,0
371032,in the sunshine revising sunbathing maths and media.booming common dreads out into the garden  fuck the neighbours eh ?,0
371165,"Happy Birthday Big Ben, may you chime for another 150 years and more ",0
371177,@Mummyofmany I was joking... As you should know but you are still being followed so all is not lost ,0
371216,is about to go out and relax in the sun ,0
371295,"Hottop is online in Austin, Texas and Looking for Friends, Fun &amp; Maybe more.  - http://bit.ly/JTg7D",0
371598,@JChidester it's a blessing and a curse.  I glow in the dark ,0
371661,@Apuje 1. I don't get a prayer? 2. Pass on the picnic got studying...sigh. Twitpic stuff for me! ,0
371913,loves her antam-but-still-kinda-sucessful loose curly hair! ,0
372009,"@howard74 Howard, thank you, I appreciate your wisdom, U understand me  chatting with you was very fine, Ill let you know after the elec.",0
372094,chilling in the sun and just joined twitter ! ,0
372307,@havenward jensen and danneel bought a cockapoo named Icarus. And he said on stage that he loves her. ,0
372408,"Finally, my bedroom is tidy. OCD does come in handy ",0
372618,@ChiangMaiOnline Thanks! That's definitely helpful! ,0
372687,@fuzzyorange Im preparing some heckling material for your CF+pdf session  btw if you want to cover images and compression feel free ;),0
372740,Cocktails + balcony  +scorching day = heaven ,0
372746,Super bored... someone leave me a reply ,0
372930,I'm actually sticking to my diet. I am impress ,0
373016,"http://twitpic.com/6c0qy - At the London theatre, Thriller Live. I like the interior &quot;old school&quot; ",0
373021,"1. Kaskade - 4am (adam k &amp; soha remix), 2. Dakota - Johnny The Fox, 3. Mr.Pit vs. A&amp;B - Shana Can't Sleep. 3 Tracks I dropped at Motion. ",0
373067,@vickeh that's cool ,0
373256,jumpin' on my trampoline ,0
373291,"i vote for you about 130 times now haha , you will win for sure  loove youuu! keep smiling don't be nervous for tonight ^^",0
373375,@pcdnicole Hey Nic! Have fun in Indonesia! Bet you'll have an unforgettable time. Traffic is kinda nuts there.  See you in 4 days! ,0
373432,I can't get over the weather  I'm loving it!!,0
373480,@i_stacey wish that I cld stay in bed but there's a whole world outside these doors for now I'm watchin reruns of 90210 ,0
373528,@RebelKLV I REALLY DNT CARE CAUSE THE CAVS AINT MY TEAM.. JUST DIDN'T WANT ORLANDO TO WIN.. ,0
373617,@GSRsara4eva1623 reaallly im on chapter 43 - - dont ruin it!! ,0
373907,"@thisiseemelie Yay, me too!  How long is yours? Mine's three pages xP",0
374132,"is exhausted, but has so much to do this week! Prom last night was fun ",0
374353,star trek is an amazing film! now in nandos waiting for food ,0
374633,"@msmithpds thanks... easy, but the kind of thing you could spend hours figuring out ",0
374704,@anna_banana25...  It's only good on Thursday...I miss out on having Sunday off tho.,0
374771,@FutureWWEChamp  DON'T LET ANYTHING OR ANYONE STOP YOU FROM ACCOMPLISHING YOUR DREAMS.  ,0
374908,"Woke up from an afternoon nap, feeling miserable. Read an article about choosing my emotions by choosing my beliefs. I chose joy ",0
374969,@johncmayer well said ,0
374971,"If anyone wants to spend their money, I would love a Wii ",0
375028,Just hanging with my mama.  I'm making a funny face cuz I have a mouth full of apple     http://yfrog.com/5dazrj,0
375419,"@oxbloodruffin Wait, wait, wait. Do you mean to tell me that news/info on twitter isn't 100% reliable?  How is Chelsea anyway?",0
375488,@dantheshive oh hugging dreams are the very best kind! you wake up in such a good mood ,0
375721,@yoko71 Yoko I miss you too ,0
375793,"@JeffParsons Yeah, I think I will too - that's an impossibly good deal ",0
375892,@raacchheelll anything for my favourite brother ,0
376035,do they except us to study in this weather? its so warm and sunny to study..wel thats my excuse ,0
376044,@fearlesslovee http://twitpic.com/69125 - and haha i see twitter in the background ,0
376117,@Pink yeah pink I love u too and I am a cat !!! Love your work  Meoooooooow,0
376159,demi lovato's song back around is AMAZING ,0
376208,@amygdala apparently we're neighbors then  Friends place is actually 38th/Greenway,0
376214,@lisaannsandell messed up the timing and missed you at BEA on Friday.  from a distance looked like you had some good traffic. ,0
376368,"im at nathans house, gunna go play some WoW and COD4 and Killing Floor!! ",0
376391,Our BBQ went well. Pineapple was perfect. Kat added lime to everything. Now we have nothing in the world to do ,0
376650,@MusiicLover no idea :S &amp; yeah I LOVE the Jobros  bye I must go (L),0
376713,@kteacher_red no cause ya'll might hear me snoring. I can't seem to stay awake. Thanks though. Besides...I'll have the podcast ,0
376774,*Yawn*  Good morn-ting everyone! ,0
376784,havin' a good old jiggle to groovy music ,0
376811,Just finished leadig praise and worship. By His Grace was awesome...but not nearly as awesome as God is. ,0
376824,@jordanknight Wow you're fast ! Enjoy your lunch ,0
376953,beautiful morning  time to see what everyone is doooing,0
377002,@gordonamy I'm envious of all the web events you get to attend in NY. Absolutely nothing like that here in Halifax ,0
377046,@AngeJayT haha exactly  and the kiss was just awesome  Team Edward alllll the way!!  what about you?,0
377060,http://twitpic.com/6c6nc - This doggie looks like my Bailey. ,0
377248,getting married on wednesday to jonathen willinger ,0
377297,@someone483 i dooooo ,0
377559,"@AndeeD  hey thanks! seems a pity not to eat it, sounds fairly nutritious ",0
377639,"has found and bought an awesome book today, entitled: &quot;20 Essays Written by 20 Somethings.&quot; ",0
377658,"@thebleachworks just surfing, did some schoolwork, getting ready to go to chuch. We need to know what YOU are doing  Is mylo behaving? ",0
377957,@sourpatchkid5 nice twitpic! When you write a caption you have to put it in the subject line. ,0
378133,Emily is confused over food. I love her ,0
378354,beautiful day to be outside listening to the birds &quot;twittering&quot; in the sunshine ,0
378372,"Well, i didnt try  I used to do it in my Bike..Today did it in friend's new R15, in ECR. Bike skided in mud. Got to change side Doom slate",0
378461,Listening to #Cher ,0
378520,@okto the brides mom was so cute. She asked me how much all the film would cost to shoot the whole wedding ,0
378588,@bethannon The kids are 7 and 2 ,0
378594,"My my , just like that ? You wave the white flag ? ",0
378708,"Congratulations @garyvee, Lizzie and family &amp;  uncle @ajv! ",0
378713,"@AROD5005 Thank u for the well wishes in regards to my day at the beach. We had a great time, and I got  several shades darker ",0
378873,@MapleLime One donut is a snack and 4 are a meal? No wonder North Americans are so pudgy. ,0
378930,@daveascott Thank you so much for the quote. I really appreciate it. ,0
378972,Going to the cinema with Karlijn &amp; Stephanie; 17 again ,0
379095,"@Whiteboy712  oh snap, u got 5 kids????!!! lets get together and combine kid forces to abuse the welfare system ",0
379360,"@TheRaeRae Ok, I will pick you.  Congrats! You've won a signed copy of Barracuda by Mike Monahan. Pls DM me with mailing info. ",0
379388,@philcampbell I've just returned home from a day by the coast! It was akin to July 4th! ,0
379586,http://twitpic.com/6cao4 - My Saturday Night ,0
379641,"Outski, Dunno what I'm doing today. Call me ",0
380112,@eLi182 with ya!!!!!!!!!!.............#10yearsofEnema ,0
380168,@KeithDNoles ok you travel a lot-why are you in Seattle? Say hi to my friend Rick for me ,0
380241,"@KarenAlloy Come to England, you can have a nap here  Hows the pregnancy goin? x",0
380251, very very very happy and slightly skinny  xx,0
380426,Bouncing on the trampoline   http://twitpic.com/6cc6j,0
380653,once libertas get 0 seats i'll be happy  #eu09,0
380680,"goin on the boy's boat, gonna have breakfast in leschi ",0
380687,NEW SHOES!!!  thanks Lizzie!!! http://twitpic.com/6ccj4,0
381013,"@jamesmcgraw yup, we have tickets ",0
381095,"Yankees game, Bob Marley and lunch downtown Orlando  Ill miss this",0
381154,Good morning ,0
381217,in the sun heading to ryan's can't wait for catch up beers in the sun. It's been a goooood weekend!   http://twitpic.com/6cdht,0
381240,@therealsavannah loved your cover ,0
381273,Resting from Rocking Space Jam with Atomic Babies- Udachi and us ,0
381473,@Dannymcfly hey  just wondering whereabouts in uganda you guys went? im going in july so was wondering if im going to the same place  xx,0
381530,@yesmore thanks! @holeintheboat in da house !! ,0
381628,@ColdZero2006 cool  what was your highlight game last year? I thought it was good to see Res Evil 5 early. Crash Commando was fun too,0
381638,Sold a quilt  made friends ane having a fun time!,0
381655,@MarkTheMogul is a beast yall betta follow him now b4 yall hear his stuff on the radio!!!...u the best homie!! ,0
381749,Going to the movies with some of my gymnastics teamates ,0
381781,"@DJSkreamallpro -- yayy u laughed  i put the pictures on myspace, but i dnt have u as a friend ",0
381930,@DangerAdamJonas i enjoyed the live chat too  i am great. last week of school  so how are rehersals going?,0
382138,"@Aasri_Kayy ummm... okay, well whatever IT is, it can't sing all that well? Katy Perry sings it better, mayne. ",0
382176,Is watching Harry Potter and the Goblet of Fire ,0
382394,Hey my twittzlez just bn busy latle'. time to float and rise to the top.  Make it do waht it do!  v-erse,0
382473,"@CookingGranny had me a sleep in today.. took a sleeping pill last night, thought I deserved one   Back n forth from the kitchen today ",0
382488,I ain't driving u no more miss daisy! ,0
382491,watching a cheerleading competition on ESPN2. happy days ,0
382565,OK going to get in the shower...I need to wake up from last night's excursions...   be back soon!,0
383013,is at church with Joshie. This place is huge! ,0
383174,"@lindsaystarbuck haha, in our new little house silly.  dont worry. youll get your sleep. love you!",0
383269,@heritagesoftail They are. ,0
383311,broke the front door off it's hinge last night. how? angry-drunk door slam ,0
383327,Going to flea markets across the land.  Found a replacment NES! ,0
383498,@joshgoldenmusic Im so excited for your album! ,0
383598,I'm a LONE SOLDIER. Aha! That's how I really feel. Taking on my own battles &amp; shit. Spare me the drama &amp; just let me do it! ,0
383624,@FaeryKJewellery Eventually got my phone working again. But not before I labelled you a faerx.  http://twitpic.com/69drr,0
383700,@mileycyrus I voted  Multiple times  But it's not on TV here tonight  I wonder when I'll see it...,0
383702,rubbish day of revision ..  but Take That in 8 days !! ,0
383814,@eziemac you're gonna love it ,0
383886,@jonesware you might want to check out the Dolphin Hotel pool and beach. It's very refreshing and order lunch poolside ,0
383898,@anish_sinha u shud have taken a diploma....  wud have helped ur cause...,0
383917,@polo65th oh did u!? fa sho fa sho im glad! ,0
383992,"@MzAnnieBannie sheesh you didnt have to sign off, get back on AIM when you're done with the essay ",0
383995,Hmmm waiting for those restless morning. Summer classes...man I can't wait. Idk why I'm so excited!! ,0
384140,@jordanknight http://twitpic.com/6cggr - Holla for the Irish flag!!  Good luck ladies!,0
384176,Had a great day with the family ,0
384313,"Work, yet again. Not done till 7. Lunch time now at least ",0
384362,@mileycyrus Do you have Facebook?  Loveee youu.,0
384376,@DwightHoward Congrads you guys deserve to win!!! ,0
384512,"@TomJ93 it's off :p, hope that improves your mood Tom ",0
384588,is happy that @lilyroseallen is recording a video for 22 defo my second fave of the its not me its you album ,0
384680,@rom no. I only have his email and he is following me. U can send him a direct msg so he can get it. ,0
384722,@puckupdate A phenomenal chorizo chimichanga - or &quot;breakfast&quot; haha ,0
384767,its hella hot outside so i am gonna get in the pool ,0
385047,So pretty today. Going tan ,0
385382,getting ready to go out and see 'Wolverine' with my men! ,0
385415,@mindywhite your welcome! ,0
385425,24 hours from now I will be a homeowner!  ,0
385439,Beautiful day ,0
385443,@RedBatNicky the drinking age in Spain is 14. So it's fine there too. ,0
385500,right i be off out love you all  xx,0
385647,@dementedriku yup! i can imagine things can only get better ,0
385665,@Netra you are most welcome ,0
385678,@kristenstewart9 Good luck! ,0
385763,@AlyParmelee r u accepting applications ,0
386011,just napped so hard that he slept on top of his keys. :S now off to magoffin! ,0
386025,@itszikki nahh.. horse show  and then saw these BIG ass trees.. lol and i mean fuckin HUGE.,0
386069,@Renesmee_C Missed your twitter updates. glad to have you back ,0
386199,@HooperMatthew yay auditions  Good luck!!,0
386208,@MentalStrawbery yeah i didn't change it i was just touching up the roots. my hair is dyed black right now. i look like betty boop ,0
386426,@krist0ph3r nononono... i'm totally peachy!! I just realized something mindblastic all of a sudden.. that's all ,0
386934,@maynaseric :beep beep: ,0
