,message,label
268365,"@postalguarelas Yes, I'm drinking tea as well,my fave Darjeeling,but it's not hot here,cool in shade,warming me up! ",0
268375,hangin with ledd nd court. ,0
268565,@xykobas3rd I won't....that would not be fun! And I already have a hangover. Haha. ,0
268576,go see UP. do it now.    ,0
268579,@gerardway  I love you! &lt;3,0
268612,@Mithelmusso COME TO NYC!!! plz and thank you.  &lt;3 &lt;3 &lt;3 &lt;3,0
268653,this time next week ill be packing ready for the water park  WOOOO hope my backs cleared up fully by then... probs wont be :'(,0
268735,@SaharaDamore @girlonlaptop Maybe.  It was when Obama was in town the other day.  ,0
268897,@carobuckman Have fun!!! ,0
268958,@lulyciienta@karllydolly Anyway i'm off to the land of nod. Night both of you  xx Tweet tomorrow. Adios XD,0
269188,@Cunxmoor  haha Thanks ,0
269257,#FollowFriday @catdog03 @babyrabies @NoPasaNada because they all make me laugh ,0
269272,Well jus got out da shower from a has wastin time @ work  glad its not MY gas  lol,0
269445,@FoxyOxymoron That is what we're here for. Glad I'm staying home waiting on a desk delivery that may or may not come. ,0
269447,my doctor who poster arrived in the mail today  http://tinyurl.com/ox3ro6,0
269524,A few more hours and i'd be heading to Am's house to study  tests tests!,0
269574,Last minute tickets to Janes Addiction. Be jealous or don't.. I do not care. ,0
269667,"@gashead thank you sweety  x baba maal was good, interesting pink dress! My top 5 favourite female singer was on, regina spector u like?",0
269946,And my door mat went where? It was here when I came home earlier and now just out a sec at Deli de Luca it is gone...! That's strange ,0
270024,@samanthai She's a tiny blonde hitler 'twatting cow bag ,0
270054,"@MissBethAnn  That was an interesting link.  Anyways, you do know that I'm in Australia, right?  ",0
270237,okay i'm getting off the computer and starting my study weekend at 10:30 and ending at 4:30. that's 6 hours.. exactly like school. ,0
270302,twitting for the first time.Ahhh. Why am I still at my desk? It's friday.  Need some booze then the fun'l come ,0
270319,Getting ready to get out to Cathedral City to teach this weekend. Is it me or does that sound like a place in the land of Oz? ,0
270520,"@breakinporcelan I'm looking for it right now. I know it's online in its entirety, fear not. ",0
270669,#FF @1stladyaye (homie!) @relleyrelle(Bestie  @maf_capital_llc (my tweeple 4real lol) @G5Gi @useofforceent (my music tweeps),0
270765,http://twitpic.com/67zkt - Grad. Present from my dad's friend ,0
270793,@_HeatherBailey Terminator! And tell me how fantastic it is ,0
270915,@BabyFriendlyLA Jealous! Enjoy yourself!! ,0
270922,whatching Camp Rock! ,0
270923,@sweepstakesgirl Thanks for the #followfriday mention ,0
271083,@NipseyHussle For sure! I'm following you now too  Enjoy your night!,0
271094,"@dominossthelens Very clever; leave it to those Oasis lads to come up with something that &quot;cheeky,&quot; as you Scousers would say ",0
271130,"gonna write down all these questions now, and ill make an answer video tomorrow  any last minute ones?",0
271581,On that happy note I'm heading off to bed. To-recharge my chi for tomorrow.  Good-nightweeps!,0
271625,@curiousg87 Chew slowly. ,0
271823,@Dimngenes: Thanks girl..  it's hard to be a feminist in a male dominated world,0
271872,Walmart: hair dye and ice cream. ,0
271946,"@Pyrexis - Dude, you will have a relationship!! I haven't got a special someone either but I figure if they want me, they'll find me! ",0
271994,@bostonmerlin I think perhaps the floor would smoke where I walked were I to show up at a microsoft event. Sorry ,0
272104,@bitchcakesny You are going to blow them away at your reunion. ,0
272106,"Princeton, kinda hot but looking forward to a good weekend ",0
272209,camping w/ family this weekend ,0
272274,How the waiter knew that this is my absoloute fav dessert is beyond me.  He just brought this over  http://yfrog.com/17ig4j,0
272360,@ohmyjade YEA.!! it was REALLY adorablee..i swear i'm gonna have THAT moment on my mind THE REST OF MY LIFE ,0
272536,Love my G1...easier for me to use Twitter! ,0
272609,Omg I just realized how much I luv summer !! ,0
272643,Hang in there sister! It'll get easier. ,0
272661,Power's back. I really didn't cut the power line with my shovel ,0
272663,I heart Melody Hobson's stillettos! And her financial analyzing... ,0
272680,@the_crooked_toe haha love it! ,0
273071,#followfriday quickie! @brightondoll @adrienne_daniel @Steffisticated @drewy88 and obviously @OFFICIALGOD ,0
273224,"At the salon about to get my hair dyed, cut, and styled  then i might go see Up at the movies.",0
273261,I forgot how relaxing watching the ducks can be. Classic when grandma tries to get away from the geese ,0
273349,Lakers is the best team of the west conference ,0
273399,"@mariqueen http://twitpic.com/60vsh - I concur  Wow @aialamode is absolutely beautiful  very nice pic, is this the better quality u  ...",0
273479,"thinking in how much i love my bff, lulyugly  xooo",0
273637,@radagast22 you have a cat?    awwwwww.   thats so sweet ,0
273697,@eve76 Yay! *scarfs blizzard* thank you  what!? :O you didn't get Maggles ice cream!?!? poor Maggles,0
273783,"@booknaround It's a little expensive, but when your fridge is empty the food is decent.   #BEAtwittyparty",0
273828,"wtf the weather is weird it was full raining second ago and now its sunny,gahh i have the best week planned ",0
273871,@essentialimage what's crazy is I looked there first. you'd think sparrows would be easier to come by! I finally just made my own ,0
273880,What happened to that week? Time to amble down to The Phoenix  #fb,0
273935,@chaiseMarcel you're welcome ,0
273948,"Yes.  I had to go play some Lexulous to forget, though. ",0
274097,"Despite my random lack of energy, I am *really* happy right now ",0
274175,@h2theizzle Haha... it really would be. ,0
274186,oh boy my 1st text message of the day  my boy friend sent me a text yay ?,0
274390,@ysnjen We should talk about having you speak at an event in Seattle sponsored by Fresh and in support of your book. ,0
274498,@JoelMadden and @NicoleRichie are an amazing couple who always make me laugh when reading their twitter convos to/about each other  xoxo,0
274504,g doing baby daddy stuff. gosh i love ray and his super kewl audio blog ,0
274586,@kristallin I hear you dude... try doing it on a goddamn 12-string acoustic!! ,0
274666,@paleenigma CONGRATS TO YOU!  Tho God only knows why you'd want to leave British soil for the USA!  Be careful!   NIN SOON!!!,0
274713,"@MsATC haha...not 'Club Buca is closed'! LOL...I miss you too  I don't go out on Thurs, Cynt does. How are you?",0
274835,LOL fia you can't kill me ,0
274874,@LeahHope I don't mean to hurt you.  lol,0
274956,@Reauxnin: ty for the ff love twomie!! Lol ,0
275003,@stevenreilly7 you'll have to come done to Fresno so you can come with everyone to the premier and we can celebrate our bdays ,0
275020,Mmmm. I think that was my first beer in six months. Worth waiting for ,0
275029,@MsV1959 whoohooo love eminem! On my playlist for Sunday ,0
275109,#myweakness @johncmayer -  John Mayer of course!!! ,0
275256,Boston in june. I can't wait. A whole week. ,0
275307,I made squash soup  ,0
275327,@BkBap LMAO!!! we'll need all day disclaimers now ,0
275426,@CreativeStu Just wanted to let you know that I didn't forget about ya. You've got (e)mail. ,0
275504,In spokane almost to the mall ,0
275546,thanks for the #followfriday shout out! @b_edward_b ! ,0
275559,polishing my nails  out with the ladies to night,0
275847,thank you all for the #FF mentions. You are all awesome. ,0
275871,@AyNakoBea yeah haha I was in the gym for season 1 2 and 3 ,0
275886,@tomhogsed just passing through ,0
276128,@pixieiggie LOL yeeyeea! im a kick in the pants mom ,0
276150,@kidstube You might want to look into getting something like http://www.electronicwarranty.com/ the next time around ,0
276205,subscribe to my YouTube channel  http://bit.ly/LOvA,0
276306,@kekeinaction http://twitpic.com/68a10 - beautiful keke !! don't forget to try to have french saynow !!!  kiss,0
276412,@chewysun Me too! ,0
276512,Watching My Best Friend's Girl ,0
276535,@jaymoskovitz Thanks! I will!  hopefully we'll get a chance to bring then down soon.,0
276769,@genejm29 Thanks! You're a *star*! ,0
276785,woooot Paranoid on disney 5 seconds ago ,0
276795,And here's my picture with Ray  I look really bad lmao  http://twitpic.com/68c53,0
277027,This is a mamas day off and you deserve it ,0
277130,@BlackTsChica That was great! Shawn's daydreaming of him in the car had me laughing ,0
277159,"@StacyJMT Thanks, today is the first day I can type without tons of error correction during and after due to distraction ",0
277173,Trying on dresses to wear out to night... I can't pick!!! lol they all look good on me ,0
277196,"@bruno_the_kid failure yesterday  sorry, ahaha",0
277221,"ohhhhh, im sooo mutha luvn beautiful.... finna chill with these lamess ",0
277272,Good night everybody ,0
277308,"@LisaMarie110 hahaha, idk. but YAY! we're gonna be roomiess ",0
277322,"@mandyluhhsyou manderzz, you and your damn love for ice cream. you make me laugh. ",0
277575,@jaredlunde That sounds fun! I'm taking my brother out to our local home team baseball game sunday afternoon! I love baseball games ,0
278042,PARANOID  JONAS BROTHERS I LOVE THE SONG ,0
278653,"going to sleep!!! its light outside, so i know its time to zzzz! Night twitter fam! Have a nice weekend ",0
278659,Great two days off!!!  ready for a fabulous day tomorrow!!! Lol ,0
278710,preparing to go out with sophia. listening to &quot;the climb&quot; by mileycyrus. ,0
278717,Playing with my mark. makeup and jammin' to Taylor Swift. ,0
278734,@fiestapants209 My brother's gf's friend's name is... Jose Luis the 3rd Pedro   ,0
278795,The Lakers got it..  hahaah this is why i love LA,0
278846,@opposable_thumb LOL the little + on the left... ,0
279065,My mom and tay love banana LABBY TAPPY! Oh and BAJAAAAA! ,0
279168,@LizJonasHQ he does? that's awesooooooooomeeeee  ..but how do you knwo it's true??,0
279244,Got the end of the game. Nice win lakers!  I love LA!,0
279289,@SashaVujacic wooo u did it!!!!! congrats! ,0
279428,I set my phone to tell me who is texting me before my ringtones go off... so it goes &quot;message from TWEETER&quot; when i get a text from here ,0
279526,@AngieWarren Oh I am glad it helped to turn things around ,0
279586,"@exoticmaya Yeah, go on sexy! ",0
279640,"@bkjeffer Well, thanks! ",0
279641,is working on her story. anyone want to critic/read so far? ,0
280030,@charyl oooooh she has a blog too ,0
280042,down the shore in the morning ,0
280080,Just purchased my Macbook (and I get a free personalized iTouch with it too!) ...sweet ,0
280093,@jammymusician ok well i will be waiting ,0
280123,I figured the Lakers won via twitter orgasms. You guys are so silly. ,0
280633,Shouldn't I be sleeping 9 hours before a race? ,0
280638,hopin for a text ,0
280673,@sanichols were you at Tom Thumb? I think I saw your drunk ass buying more beer ,0
280943,Just caught a glimpse of myself on The Dish on Style. Check it out! http://tinyurl.com/n8nzby  ,0
280976,@CindiCupcaking headin' east - Boston ,0
281166,@itskrystalskye ahk cool i agree. ,0
281332,Oops just fell asleep for 4 hours. Making pasta ,0
281488,@softtouchme i finished DMing you ,0
281616,"@Real_DavidCook im really surprised when Kris Allen won, and I love ur song permanent. You were amazing last finale as always. ",0
281659,just bought You with @melorahardin &amp; @allisonmack (@youthefilm) I can't wait till it gets here! ,0
281719,@superstarobeatz goodnight ,0
281803,@babesuhmazzn awwwww &lt;3 the MAJK loveee ,0
281885,@Mrmichaelnewton haha &quot;your best girl?&quot;  Sometimes you talk like you were born in the 50's.  *kisses his cheek* thanks for the date ,0
281936,Gettin some patron!! Then off to gay it up at hamburger mary's ,0
281959,"is happy for BFF.  Gujab, Lakers!  http://plurk.com/p/x4gcx",0
282071,"Ga, when did I ever play a trick on you? ",0
282241,We finally got to view the film. Two thumbs WAY &quot;Up&quot;!  (via @melgrimes),0
282278,three more minutes until 10:00PM!!!! hahaha LOL random! ,0
282361,@ebunce haha you have the same name as me lol. ,0
282566,"@BekahIsSpankin lol, just nick please! ",0
282632,@KatieATL goodniiight! ,0
283055,Off to baseball tomorrow. Nite all! ,0
283073,You guys are the best friends a guy can ever have never met online ,0
283119,If you cant convince them confuse them ,0
283328,@marsarmy pick one and stick to it ,0
283367,@jddalton Glad you made it home okay. ,0
283517,So i definitely had an amazing night! Havent laughed that hard in like a month. ,0
283624,At RPM with boyfriend and all the homies. We're heading to the drive ins at 11 ,0
283729,@TomBelshaw You Welcome...Cheers ,0
283765,@sooch4cats Ness goes with her SD from 12-3. We can come pick her up after. I think I remember how to get to your house still!! ,0
283785,"Reading through their playlist for yesterday, i have a feeling i'll be listening to this for quite some time ",0
283797,At destins. Shelbie makes me smile  see lol,0
283890,@StealthNickChic Yea he sent one pic... So cute! Congrats to him! ,0
283959,@kimberlydearr http://twitpic.com/68kgq - 123%!! that's ridiculous! Haha yay us  wee are so smart :p,0
284268,@luddywitab00ty till mondayy ,0
284315,is new here... ,0
284320,2 shots of goose ! Good to go  For NOw,0
284336,"i'm listening Radio Disney, a HilaryDuff's song ",0
284494,"@justlikeanovel You like life like a novel, all tangled up   Just write, I'd like to read more of your work and thoughts",0
284640,i see fakes so so easy lol ,0
284665,@disrup thanks so much! I might have already shipped it ,0
284742,Baking a cake while my baby sleeps.  Tomorrow is going to be awesomesauce!,0
284816,I wanna sleep in late tomarrow!  Thank goodness for Saturday mornings!!!!,0
284865,Gaa! It's 1AM already!!!! At least its Friday ,0
284945,@Drewffc I'm awesome. I always suspected. ,0
284964,@kelpel Too late for me to try to fit in in NoCal. I've been here so long that I either fit in or there's no hope ,0
285369,"@__Kizzle Sure, you are. ",0
285422,@RadiumX    I read your tweets with a british accent for some reason. lol  Do you have an accent?,0
285443,My fave drummer @trvsbrkr did a remix of my fave rapper @Eminem's 3AM! I can die happy now   (http://bit.ly/KXAcG),0
285558,I love Hoops and Yoyo. ,0
285655,"worked my whole shift with my crush tonight  according to crush, i have shiny hair! yay me  haha",0
286011,"Started writing a new song a few days ago, it's got such a funky groove. Can you say Lynard Skynard? ",0
286033,@TheBlueTurkey - why? You got one buggin ya?  ,0
286092,"Playing guitar., ",0
286117,@Jess92  #30SECONDSTOMARS #30SECONDSTOMARS #30SECONDSTOMARS #30SECONDSTOMARS #30SECONDSTOMARS #30SECONDSTOMARS #30SECONDSTOMARS,0
286502,Stfu. Im done with you kids. Goodnight to an amazing day ,0
286541,"Good night, Sweet Tweeters!!!  The Princess really MUST get some beauty rest.  This royalty crap ain't for pansies!!!  ",0
286545,"Oh hai, LA, you're just as overcast as Boston... fix that please. ",0
286676,thinking of my inspiration.   wassup!,0
286802,"@tankyknight sounds good!! Not at the moment, unforch...have to work today, maybe I'll hang out with some friends after, we'll see..  You?",0
287101,@shashee I was in a board meeting all day and just got into my room from IHOP ... Had to check in on my tweeps ,0
287262,"@lukasrossi Hey, Lukas.  It was a pleasure speaking to you on the phone, bro. Thank you for being such an open, loving soul. {{{Lukas}}}",0
287327,@pauladeasis Happy birthday Paula! Have a good one. ,0
287405,"I went to see &quot;UP&quot;.I was very touched.The movie is surprising,it has a very beautiful message&amp; it's extremely funny 2.Very special.Worthy ",0
287625,@AmyyVee sweet. It works. haha. I couldn't view it a while back... ,0
287701,"Just got home, sleep time ",0
287763,I can't go to sleep... so so SO hyper! lol ,0
287994,@snedwan Cheers #followfriday and good luck on your run! ,0
288038,"Brought home 2 #kennewickrescue Eskimo pups to foster for Seattle Humane--cute overload--could use some ShamWow puppy diapers, however... ",0
288121,@mattsparks88 Thank you ,0
288229,is still packing and waiting for my clothes to dry then off to bed then beach ,0
288277,@Chaelala Happy birthday Chaela! Love yoooooous. ,0
288367,"@SarahNicholas have a great #Hay day.  Beautiful weather, I'm off shopping and oh joy  shoe shopping too. ",0
288404,@Chiloe_  Winning the lottery would be fantastic ,0
288414, i have twitter on my phone now,0
288503,So so good to be home ,0
288634,@jkeyes Yes we have. ,0
288696,Winstons. Sat night. &quot;I'm a hustler babe&quot; thank you miles ,0
288702,"guys with big hands,,, and anything fall out boy, panic at the disco, all time low ",0
288713,i insist. im almost 160 ,0
288952,@tccrt3r I'm so glad to hear you guys had a great show! You're amazing love! ,0
289058,@zoe_s  @natwells3 well i knew there was a 2nd one. im kool like that  not really but yeah,0
289092,@HousecatHST Quite a picture you are forming you suave white boy ,0
289237,"@obrizan ok, no more holywars in twitter ",0
289340,"@18percentgrey Um, you're nice!! hahah!! xoxo Lori ",0
289379,@WWEsBiggestFan the only thing i remember from that visit was &quot;oh crap i think i want to go to wm now&quot;..i was pretending to listen ,0
289411,@CoffeeDaze your in luck its the weekend no construction ,0
289483,"Hi guys!! C'mon it's Saturday  greaaaat!! Love Saturdays...Good Morning to all of you, guys..wish you a fuc*ing great Saturday! ;) Love xx",0
289518,"listening to Indiana then The Party Song then Sticks, Stones, and Techo. prefect music selection!  ",0
289900,@velofille I hit 140 characters. Was supposed to end with soon ,0
289932,packing extravaganza just took place here... i'm awestruck at the help of friends &amp; the fact that i'm packed up a day early!!  what!!,0
290085,Drinking a cuppa ,0
290206,Goodnight world  i'm turning off my phone cause i forgot my charger in kaneohe.,0
290286,"@vh1sCornfed Not yet.  It's on my Netflix list.  I can't wait to see it, though!  ",0
290547,@MindfullyChange  thanks for following ,0
290755,Shut down ,0
290885,@lucyleopard i hope you have a super saturday  x,0
291201,in twitting mode/mood today  yay,0
291325,You Are Totally Awesome! ,0
291424,"@__DearAngel__x aw lol, it's quite sunny here for once ",0
291649,"wyn takes 5 mins to prepare to go out, while mel takes 5 hours.  :p  happy birthday again my friend!",0
291843,i thoroughly enjoyed Up. that movie made my day. ,0
291885,"@fuschia19star Morning to you too - today is indeed a beautiful day! So beautiful, I don't even know what to do (yet)! ",0
292000,so happy - today is shopping-day ,0
292012,@sarahlikeswords and im glad your back on twitter ,0
292124,Could not be happier with how the writing is going at the minute  New blog post http://billypilgrimunstuckintime.blogspot.com/,0
292280,Can not believe Darcy is walking already....only 8 months old....a lot smarter than her dad ,0
292284,@Qso Since when is playing the piano messy?  I always thought its the other way round...,0
292323,twittermaniaaaaaaaaaaa ,0
292555,excited for senior appreciation day and ribs!!! ,0
292603,"off to bed as birds wake-up, it's been a while since i did that last...great night out with my older cousin her husband &amp; their friends ",0
292642,@officialnjonas looking forward to evry song love them all love you xoxox sophie please please reply ,0
292834,"@pilucha ok, no more drinking away of the sorrows. Just &quot;be&quot; with the sorrows. We all get 'em! ",0
292958,just found a new fav pop band ,0
292989,"home alone, shaweeeeeeeet ",0
293035,finaly saturday! ,0
293126,@bigbrobot true that! loved bed and luke last year ,0
293168,"Mm, that cake was yummy ",0
293184,Anyways. Off now to tutor. Last maths tutoring before the summer I think. All good things and all that ,0
293210,@aussiemcflyfan I don't think so ,0
293224,@jemima_blue they have ,0
293303,@dr_jared hahaha - like the hat! ,0
293388,@justyboo lmao... i gotchu.. its bout to be watchin me now! bout that time luv... ,0
293482,"Last night made me well happy. Drinking in the meadows, in the sunshine. ",0
293574,...gerade Twitter mit Facebook verbunden ,0
293582,"I gotta say, so far I'm really diggin' Hulu Desktop. It makes me want to hook up my computer to my TV again ",0
293604,"Had beers at venue with the guys, waiting for soundcheck ",0
293683,round zoes house man hahah we creamed a field ;) you people have dirty minds blah blah i say britian you say talent .............. ,0
293745,@LilViolet Are you to the beach? Anyway...nothing news for now...have a nice day  See you soon...,0
293828,"i am off now, its a loverly day so im going out to sun bathe ",0
293893,"...YT. It made me so happy. You guys are so amazing. I love you all... Thank you  Oh, and goodmorning, may your day be as good as mine ",0
293932,@Miyukiko YOU LOVE IT LOL ,0
293991,"back from the hairdressers  staying in until tonite, BBQ for a birthday  ",0
294019,@Noufii @ArwaAlk @noorkay .. follow @OshiiR !! like now! ,0
294052,Just got home from hanging with Tyler and the guys in NYC  tired as helllllll,0
294053,@gavinmusic Love it. Such a beautiful song! Have a great day in the sunshine ,0
294331,is gearing up for flying the dance show and building Sweeney Todd this weekend ,0
294379,@abbyrosia @gdeberti thanks for sharing those links there ,0
294428,Good Night Twitterlers. I'm off to DreamLand with the positive outlook that I will finish all my schoolWork by Sunday night. ,0
294473,"Hey @Audiophile021. It's been an age, man. Hope it's going good down in Cape Town, bro!   ? http://blip.fm/~7bazd",0
294822,morning  it is a really hot and sunny day again today. So i shall prob just be relaxing all day in the sun  xx,0
294970,picture ,0
295022,@mishacollins Hope u r having a good time  Can u get the boys to tweet to us??,0
295077,"@zackalltimelow aww, your such a babe  ^___^ i think i might watch it ",0
295123,ohh 5 more til i get to 100 ,0
295236,almost quitting time. Tim Horton's for breakfast sounds good.  Morning Twitter!,0
295368,had a mean as time today. hanging with kendall  and jane. i &lt;3 visitors. excited for rise and build sunday!!,0
295564,Night my little twitterbirds...xoxo it's been fun!  thanks for the laughs! Talk2ya later muah,0
295578,good morning  good luck with the math test,0
295642,"Slept 4 hours, going back to bed ",0
295670,Got my new ipod touch ,0
295914,@ShesElectric_ Good morning  xx,0
295964,Day off the sun. Now I'm going to enjoy today ,0
296273,"need Tea, basking in the sun, in Peasholm Park, and on the North Bay sea wall really is exhausting  Scarborough is glorious today",0
296325,I made a dedication for Karolka from my class !  I love you,0
296407,@cyndicato thannkkk you ,0
296438,@mindwarp2 My favorite candy bar.  ,0
296600,@carlsalazar: Good luck  You do realize that there are others who want that as well? Use your own money :&gt;,0
296722,"@mileycyrus And, i can't wait to see you WINNING! ) But, you'll tweet it, right?? Please  LOVE youuu! &lt;33 ;))",0
296912,Lol im thinking about a song from a movie now ,0
296932,4 steps you can do 2 make money while your tweeting  www.TwitterSecretCash.com,0
297068,christines graduation ,0
297081,@vernontrent tis what he told me in palm springs. hope he does well there. ,0
297135,@ermelbow I too wish I had a snuggie ,0
297203,Mission Statement or something like that  | psykoid.com http://bit.ly/l1UcM,0
297287,"@rosiebunny  No trust me, it'll work for everyone else...just not me.. ",0
297320,@VENKSH glad to see you alright! be careful man.. ,0
297323,Ashton Kutchner (or however it's spelt) 'tweets' too much - so I'm not following anymore. I couldn't see what everyone else was up to ,0
297361,"@dave_turner beautiful(I mean the baby by the way. not the Mac), hows you? ",0
297410,@Protium we have no morals remember ,0
297529,"@elliottkember just press 1 to log them out, then phone AOL if they've locked you out? ",0
297554,@ricklondon ... but i cannot get a reply. Maybe do something for charity with it. ,0
297555,"@chloayy : The way you make me feel atm.  awww, I love every song. ;D xx",0
297578,"rattie been to vets for check over, vet was walking round with her in her pocket. = she is doing fine! back next sat for final check up ",0
297591,@rocketman528 have a super day! ,0
297712,Lol i barely read it cuz my phone was off. Text me tomorrow. ,0
297755,Fixed my specs ,0
298140,@MamaCitaa_ awww poor thing...lol oh okay hopefully u dont give me a virus....Hahaha! ummm.its 3:56am  yup yup usa bby!!!!,0
298179,"raze, i wish demi would see it ",0
298237,@AndreaGillies Take plenty of bottled water ,0
298276,Up early to get ready for my son's Medieval Fair. I think my costume is a disaster. But we WILL have fun. And the brownies look good. ,0
298533,"And looking at houseboats and to trade my 911 turbo on  new Bentley Continental GT.  &lt;sigh&gt;  Ah, the life of a copywriter ... ",0
298662,having coffee at a cafe... after..errr 4months? i feel normal again ,0
298811,@PACHawaii i'm watching that tomorrow! ,0
298881,"@lozakasuperman Thanx dude  Its a bit of a long shot, but r u gonna come up to see the lads in Edinburgh? Free comedy shows! No Pinky!",0
298884,loves fifth street and sabets ng sabets with nai.  http://plurk.com/p/x6j1y,0
298890,@mohans Coolio. I'm popping in to do a spot of shopping so catch you then ,0
298989,@photo_ed thanks dude. It's actually on tues but starting with the celebrations early!! ,0
298998,@RobertLHeureux Well I *LIVE* in Vancouver BC   Where I'm from is a mystery ;),0
299046,Ready for my first long run in a month.  Nothing better than putting in 10+ miles on a saturday morning.  Well maybe some things ,0
299081,"@nick_thompson yummy, can't beat cooked flowers on your birthday!  tell her happy birthday from me",0
299127,i feel crap after last night :/  but it's such a nice day outside  http://tinyurl.com/m54qyq,0
299138,playing basket with my couisns... ,0
299184,"having dinner soon, trying to finish up my june holidays eng hw. o lvl mt on monday. ",0
299256,"Mission Statement or something like that  | psykoid.com: In this mission statement, however, i am going to tal.. http://bit.ly/Br6JT",0
299439,How is everyone doing?! YAY it's saturday ,0
299489,"@jjooss aww, thank you soo much! I'm going outside to enjoy the gift now!  again; thank you!",0
299506,@McGiff so pleased I have just joined Twitter and can follow you!  Thanks for making me smile every lunchtime ,0
299648,@reBang It's officially the weekend. Let the #IDGames begin! Back to Metaplace in a bit. *nudge* ,0
299828,@DarkAeon Just did it too and I totally agree with the party it placed me with ,0
300065,@JBmyworldxx let's do it?? this week.  we'll draw or make something and send it over ;),0
300071,@MarkRosenbauer LOL. He is one strange character. I tend to be impressed with anything I can't do ,0
300135,@spurofmoment ,0
300157,i got a wii  *Happigasm*,0
300216,can't believe how hot it is out there  it's lush ! am thinking lovely tea with a very cold drink outside later yeay !!,0
300272,"@melaniejane I'm arriving in 7 days! Woohooo! Soooooo excited.  #SteelBridgeSongFest, http://sbsf5.com",0
300279,the asian guy on take the lead looks like george nozuka. ,0
300282,oh what a beautiful dayyyyy ,0
300375,@annamurphy What ever helps ,0
300386,"Happy Saturday  good time to rest after a short visit to Rome, Italy... I had such a great time!",0
300453,Loves to color in the morning ,0
300669,and more of 30 rock too!  ,0
300737,headed to bama for the day! road trip  HOLLA!,0
300828,"@ScruffyPanther your like me too many baby genes, feed us too much we sleep  ",0
300861,i love airports. and coffee. ,0
300929,@N can you invite me ? ,0
301145,decided to go see night at the museum 2. ,0
301157,@sparkdawgmusic  lol good deal... have a safe flight &amp; take care!!,0
301680,@selmgomez hi selena..nice too meet you ,0
301770,@Antiquebasket Thank you ,0
301894,Cycled to the pub along the canal. Having a chilli jacket with a lovely view of the waterfront   http://twitpic.com/692ih,0
302011,@anniewetherbee just make sure your happy alone before you share your life with someone else.  How old are you? ,0
302199,@ExclusiveDay26 Good morning!! Have a safe and blessed day ,0
302236,off to buy some kit for Hadrians Wall trek.... hope the weather is this good when we do it ,0
302255,Is soaking up the sun     xxx,0
302538,"@daisyrjordan   if Susan Boyle wins i will be like grrrr, annoyed :p.  She is okay but she doesn't have as much talent as the dancers  Xx",0
302596,Could not resist that packet of 7D Dried Mangoes. Hello yellow fellow ,0
302617,@lesliedoughty The dates are Sept. 24-27 and I will open registration very soon. I just need to finalize contract with the host hotel. ,0
302648,@TwilightEarth Daybreak is my favorite time of day. ,0
302667,@coolandsoul Ohh thank you so much! I wonder if I should watch it next week. ,0
302673,getting ready for work! hopefully the beach after. ,0
